#  TANGO SettingsManager file
#
#  Author: OpticsCouplingCorrection
#  Date:   Thu Jan 15 19:28:04 CET 2026
#
#
srmag/m-dq1/c04-b/Currents:  80.45850187809535,1.4240534718106517
srmag/m-dq1/c27-d/Currents:  81.49419742544015,-0.25851392858434963
srmag/m-dq1/c28-b/Currents:  81.36737149456826,0.19688336131034134
srmag/m-dq2/c28-c/Currents:  88.98699041878456,-1.4250708812824087E-4
srmag/m-dq1/c28-d/Currents:  81.4774160772044,-0.5525979482695362
srmag/m-dq1/c29-b/Currents:  82.32680663970977,-1.4729913815440625
srmag/m-dq2/c29-c/Currents:  89.54999821155866,9.990227806611074E-5
srmag/m-dq1/c29-d/Currents:  81.39042516844685,0.8416667476662525
srmag/m-dq1/c30-b/Currents:  80.93372271158472,0.5518362017514562
srmag/m-dq2/c30-c/Currents:  89.39499821455252,-2.1779018621259638E-4
srmag/m-dq1/c30-d/Currents:  81.38980064119512,-0.3705373987002645
srmag/m-dq1/c31-b/Currents:  80.92709587916566,0.41803237972780494
